SimaPro 7.3;method;Date:;7/18/2011;Time:;2:35 PM
Air;low. pop.;Benzoyl chloride;000098-88-4;0,00284;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzoyl chloride;000098-88-4;0,00284;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzoyl chloride;000098-88-4;0,00284;kg 1,4-DB eq / kg
Air;(unspecified);Benzyl chloride;000100-44-7;0,00288;kg 1,4-DB eq / kg
Air;low. pop.;Benzyl chloride;000100-44-7;0,00305;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzyl chloride;000100-44-7;0,00305;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzyl chloride;000100-44-7;0,00305;kg 1,4-DB eq / kg
Water;(unspecified);Benzyl chloride;000100-44-7;0,93;kg 1,4-DB eq / kg
Water;ocean;Benzyl chloride;000100-44-7;0,0000555;kg 1,4-DB eq / kg
Air;(unspecified);Beryllium;007440-41-7;81,1;kg 1,4-DB eq / kg
Air;low. pop.;Beryllium;007440-41-7;38,4;kg 1,4-DB eq / kg
Air;low. pop., long-term;Beryllium;007440-41-7;38,4;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Beryllium;007440-41-7;38,4;kg 1,4-DB eq / kg
Water;(unspecified);Beryllium;007440-41-7;435;kg 1,4-DB eq / kg
Water;ocean;Beryllium;007440-41-7;1,71E-20;kg 1,4-DB eq / kg
Soil;(unspecified);Beryllium;007440-41-7;177;kg 1,4-DB eq / kg
Soil;agricultural;Beryllium;007440-41-7;89,2;kg 1,4-DB eq / kg
Soil;forestry;Beryllium;007440-41-7;20,5;kg 1,4-DB eq / kg
Soil;(unspecified);Bifenox;042576-02-3;0,129;kg 1,4-DB eq / kg
Soil;(unspecified);Bifenthrin;082657-04-3;3,16;kg 1,4-DB eq / kg
Air;(unspecified);Bis(2-chloroethyl)ether;000111-44-4;0,000259;kg 1,4-DB eq / kg
Air;low. pop.;Bis(2-chloroethyl)ether;000111-44-4;0,000251;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bis(2-chloroethyl)ether;000111-44-4;0,000251;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bis(2-chloroethyl)ether;000111-44-4;0,000251;kg 1,4-DB eq / kg
Water;(unspecified);Bis(2-chloroethyl)ether;000111-44-4;0,0204;kg 1,4-DB eq / kg
Water;ocean;Bis(2-chloroethyl)ether;000111-44-4;0,000000691;kg 1,4-DB eq / kg
Soil;(unspecified);Bitertanol;055179-31-2;0,112;kg 1,4-DB eq / kg
Soil;(unspecified);Bromacil;000314-40-9;0,0985;kg 1,4-DB eq / kg
Water;(unspecified);Bromate;015541-45-4;0,262;kg 1,4-DB eq / kg
Water;ocean;Bromate;015541-45-4;2,03E-12;kg 1,4-DB eq / kg
Air;(unspecified);Bromine;007726-95-6;0,104;kg 1,4-DB eq / kg
Air;low. pop.;Bromine;007726-95-6;0,104;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bromine;007726-95-6;0,104;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bromine;007726-95-6;0,104;kg 1,4-DB eq / kg
Water;(unspecified);Bromine;007726-95-6;33,7;kg 1,4-DB eq / kg
Water;ocean;Bromine;007726-95-6;0,0163;kg 1,4-DB eq / kg
Soil;(unspecified);Bromine;007726-95-6;3,63;kg 1,4-DB eq / kg
Soil;agricultural;Bromine;007726-95-6;0,706;kg 1,4-DB eq / kg
Soil;forestry;Bromine;007726-95-6;0,468;kg 1,4-DB eq / kg
Air;(unspecified);Bromoform;000075-25-2;0,00241;kg 1,4-DB eq / kg
Air;low. pop.;Bromoform;000075-25-2;0,00239;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bromoform;000075-25-2;0,00239;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bromoform;000075-25-2;0,00239;kg 1,4-DB eq / kg
Soil;(unspecified);Bromoxynil;001689-84-5;5,42;kg 1,4-DB eq / kg
Soil;(unspecified);Bromuconazole;116255-48-2;4,82;kg 1,4-DB eq / kg
Soil;(unspecified);Buprofezin;069327-76-0;0,00449;kg 1,4-DB eq / kg
Air;(unspecified);Butadiene, hexachloro-;000087-68-3;0,00579;kg 1,4-DB eq / kg
Air;low. pop.;Butadiene, hexachloro-;000087-68-3;0,00578;kg 1,4-DB eq / kg
Air;low. pop., long-term;Butadiene, hexachloro-;000087-68-3;0,00578;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Butadiene, hexachloro-;000087-68-3;0,00578;kg 1,4-DB eq / kg
Soil;(unspecified);Butylate;002008-41-5;0,0058;kg 1,4-DB eq / kg
Air;(unspecified);Cadmium;007440-43-9;0,472;kg 1,4-DB eq / kg
Air;low. pop.;Cadmium;007440-43-9;0,201;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cadmium;007440-43-9;0,201;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cadmium;007440-43-9;0,201;kg 1,4-DB eq / kg
Soil;(unspecified);Cadmium;007440-43-9;0,775;kg 1,4-DB eq / kg
Soil;agricultural;Cadmium;007440-43-9;0,149;kg 1,4-DB eq / kg
Soil;forestry;Cadmium;007440-43-9;0,107;kg 1,4-DB eq / kg
Water;(unspecified);Cadmium, ion;022537-48-0;9,05;kg 1,4-DB eq / kg
Water;ocean;Cadmium, ion;022537-48-0;1,78E-23;kg 1,4-DB eq / kg
Air;(unspecified);Caprolactam;000105-60-2;0,00058;kg 1,4-DB eq / kg
Air;low. pop.;Caprolactam;000105-60-2;0,000136;kg 1,4-DB eq / kg
Air;low. pop., long-term;Caprolactam;000105-60-2;0,000136;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Caprolactam;000105-60-2;0,000136;kg 1,4-DB eq / kg
Water;(unspecified);Caprolactam;000105-60-2;0,00361;kg 1,4-DB eq / kg
Water;ocean;Caprolactam;000105-60-2;4,42E-11;kg 1,4-DB eq / kg
Soil;(unspecified);Captan;000133-06-2;0,0206;kg 1,4-DB eq / kg
Air;(unspecified);Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,677;kg 1,4-DB eq / kg
Air;low. pop.;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,306;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,306;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,306;kg 1,4-DB eq / kg
Water;(unspecified);Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;51,8;kg 1,4-DB eq / kg
Water;ocean;Carbamic acid, butyl-, 3-iodo-2-propynyl ester;055406-53-6;0,0000239;kg 1,4-DB eq / kg
Air;(unspecified);Carbamic acid, ethyl ester;000051-79-6;0,000907;kg 1,4-DB eq / kg
Air;low. pop.;Carbamic acid, ethyl ester;000051-79-6;0,000231;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbamic acid, ethyl ester;000051-79-6;0,000231;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbamic acid, ethyl ester;000051-79-6;0,000231;kg 1,4-DB eq / kg
Water;(unspecified);Carbamic acid, ethyl ester;000051-79-6;0,00477;kg 1,4-DB eq / kg
Water;ocean;Carbamic acid, ethyl ester;000051-79-6;0,000000017;kg 1,4-DB eq / kg
Soil;(unspecified);Carbaryl;000063-25-2;0,447;kg 1,4-DB eq / kg
Soil;(unspecified);Carbendazim;010605-21-7;5,87;kg 1,4-DB eq / kg
Soil;(unspecified);Carbetamide;016118-49-3;0,058;kg 1,4-DB eq / kg
Soil;(unspecified);Carbofuran;001563-66-2;15;kg 1,4-DB eq / kg
Air;(unspecified);Carbon disulfide;000075-15-0;0,0000459;kg 1,4-DB eq / kg
Air;low. pop.;Carbon disulfide;000075-15-0;0,0000475;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbon disulfide;000075-15-0;0,0000475;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbon disulfide;000075-15-0;0,0000475;kg 1,4-DB eq / kg
Soil;(unspecified);Carboxin;005234-68-4;0,334;kg 1,4-DB eq / kg
Water;(unspecified);Carboxylic acids, unspecified;;0,0337;kg 1,4-DB eq / kg
Water;ocean;Carboxylic acids, unspecified;;3,71E-11;kg 1,4-DB eq / kg
Air;(unspecified);Catechol;000120-80-9;0,0511;kg 1,4-DB eq / kg
Air;low. pop.;Catechol;000120-80-9;0,0113;kg 1,4-DB eq / kg
Air;low. pop., long-term;Catechol;000120-80-9;0,0113;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Catechol;000120-80-9;0,0113;kg 1,4-DB eq / kg
Water;(unspecified);Catechol;000120-80-9;1,53;kg 1,4-DB eq / kg
Water;ocean;Catechol;000120-80-9;3,05E-08;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorfenvinphos;000470-90-6;16,6;kg 1,4-DB eq / kg
Soil;(unspecified);Chloridazon;001698-60-8;0,0244;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorimuron-ethyl;090982-32-4;0,37;kg 1,4-DB eq / kg
Air;(unspecified);Chlorine;007782-50-5;0,0121;kg 1,4-DB eq / kg
Air;low. pop.;Chlorine;007782-50-5;0,0121;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chlorine;007782-50-5;0,0121;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chlorine;007782-50-5;0,0121;kg 1,4-DB eq / kg
Water;(unspecified);Chlorine;007782-50-5;19;kg 1,4-DB eq / kg
Water;ocean;Chlorine;007782-50-5;0,00235;kg 1,4-DB eq / kg
Soil;(unspecified);Chlormequat chloride;000999-81-5;0,0236;kg 1,4-DB eq / kg
Air;(unspecified);Chloroacetic acid;000079-11-8;0,408;kg 1,4-DB eq / kg
Air;low. pop.;Chloroacetic acid;000079-11-8;0,106;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chloroacetic acid;000079-11-8;0,106;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chloroacetic acid;000079-11-8;0,106;kg 1,4-DB eq / kg
Water;(unspecified);Chloroacetic acid;000079-11-8;1,73;kg 1,4-DB eq / kg
Water;ocean;Chloroacetic acid;000079-11-8;1,25E-12;kg 1,4-DB eq / kg
Air;(unspecified);Chloroform;000067-66-3;0,000175;kg 1,4-DB eq / kg
Air;low. pop.;Chloroform;000067-66-3;0,000175;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chloroform;000067-66-3;0,000175;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chloroform;000067-66-3;0,000175;kg 1,4-DB eq / kg
Water;(unspecified);Chloroform;000067-66-3;0,147;kg 1,4-DB eq / kg
Water;ocean;Chloroform;000067-66-3;0,000101;kg 1,4-DB eq / kg
Soil;(unspecified);Chloropicrin;000076-06-2;1,39;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorothalonil;001897-45-6;0,223;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorotoluron;015545-48-9;1,14;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorpropham;000101-21-3;0,912;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorpyrifos;002921-88-2;9,77;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorsulfuron;064902-72-3;1,54;kg 1,4-DB eq / kg
Air;(unspecified);Chromium;007440-47-3;0,0102;kg 1,4-DB eq / kg
Air;low. pop.;Chromium;007440-47-3;0,0127;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chromium;007440-47-3;0,0127;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chromium;007440-47-3;0,0127;kg 1,4-DB eq / kg
Soil;(unspecified);Chromium;007440-47-3;0,00449;kg 1,4-DB eq / kg
Soil;agricultural;Chromium;007440-47-3;0,00326;kg 1,4-DB eq / kg
Soil;forestry;Chromium;007440-47-3;0,00268;kg 1,4-DB eq / kg
Air;(unspecified);Chromium VI;018540-29-9;0,0102;kg 1,4-DB eq / kg
Air;low. pop.;Chromium VI;018540-29-9;0,0127;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chromium VI;018540-29-9;0,0127;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chromium VI;018540-29-9;0,0127;kg 1,4-DB eq / kg
Water;(unspecified);Chromium VI;018540-29-9;0,902;kg 1,4-DB eq / kg
Water;ocean;Chromium VI;018540-29-9;9,58E-25;kg 1,4-DB eq / kg
Soil;(unspecified);Chromium VI;018540-29-9;0,00449;kg 1,4-DB eq / kg
Soil;agricultural;Chromium VI;018540-29-9;0,00326;kg 1,4-DB eq / kg
Soil;forestry;Chromium VI;018540-29-9;0,00268;kg 1,4-DB eq / kg
Water;(unspecified);Chromium, ion;016065-83-1;0,902;kg 1,4-DB eq / kg
Water;ocean;Chromium, ion;016065-83-1;9,58E-25;kg 1,4-DB eq / kg
Soil;(unspecified);Clopyralid;001702-17-6;0,141;kg 1,4-DB eq / kg
Soil;(unspecified);Cloquintocet-mexyl;099607-70-2;0,00316;kg 1,4-DB eq / kg
Air;(unspecified);Cobalt;007440-48-4;5,86;kg 1,4-DB eq / kg
Air;low. pop.;Cobalt;007440-48-4;2,81;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cobalt;007440-48-4;2,81;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cobalt;007440-48-4;2,81;kg 1,4-DB eq / kg
Water;(unspecified);Cobalt;007440-48-4;33;kg 1,4-DB eq / kg
Water;ocean;Cobalt;007440-48-4;6,47E-22;kg 1,4-DB eq / kg
Soil;(unspecified);Cobalt;007440-48-4;12,7;kg 1,4-DB eq / kg
Soil;agricultural;Cobalt;007440-48-4;6,41;kg 1,4-DB eq / kg
Soil;forestry;Cobalt;007440-48-4;1,48;kg 1,4-DB eq / kg
Air;(unspecified);Copper;007440-50-8;4,35;kg 1,4-DB eq / kg
Air;low. pop.;Copper;007440-50-8;1,82;kg 1,4-DB eq / kg
Air;low. pop., long-term;Copper;007440-50-8;1,82;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Copper;007440-50-8;1,82;kg 1,4-DB eq / kg
Soil;(unspecified);Copper;007440-50-8;2,06;kg 1,4-DB eq / kg
Soil;agricultural;Copper;007440-50-8;0,635;kg 1,4-DB eq / kg
Soil;forestry;Copper;007440-50-8;0,513;kg 1,4-DB eq / kg
Air;(unspecified);Cumene;000098-82-8;0,0000289;kg 1,4-DB eq / kg
Air;low. pop.;Cumene;000098-82-8;0,000033;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cumene;000098-82-8;0,000033;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cumene;000098-82-8;0,000033;kg 1,4-DB eq / kg
Water;(unspecified);Cumene;000098-82-8;0,384;kg 1,4-DB eq / kg
Water;ocean;Cumene;000098-82-8;0,00000295;kg 1,4-DB eq / kg
Air;(unspecified);Cumene hydroperoxide;000080-15-9;0,317;kg 1,4-DB eq / kg
Air;low. pop.;Cumene hydroperoxide;000080-15-9;0,0954;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cumene hydroperoxide;000080-15-9;0,0954;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cumene hydroperoxide;000080-15-9;0,0954;kg 1,4-DB eq / kg
Water;(unspecified);Cumene hydroperoxide;000080-15-9;2,95;kg 1,4-DB eq / kg
Water;ocean;Cumene hydroperoxide;000080-15-9;0,0000708;kg 1,4-DB eq / kg
Soil;(unspecified);Cyanazine;021725-46-2;0,633;kg 1,4-DB eq / kg
Air;(unspecified);Cyanide;000057-12-5;0,0927;kg 1,4-DB eq / kg
Air;low. pop.;Cyanide;000057-12-5;0,0919;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyanide;000057-12-5;0,0919;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyanide;000057-12-5;0,0919;kg 1,4-DB eq / kg
Water;(unspecified);Cyanide;000057-12-5;6,11;kg 1,4-DB eq / kg
Water;ocean;Cyanide;000057-12-5;0,00531;kg 1,4-DB eq / kg
Soil;(unspecified);Cycloate;001134-23-2;0,0415;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexane;000110-82-7;0,0537;kg 1,4-DB eq / kg
Water;ocean;Cyclohexane;000110-82-7;0,0000148;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexanol;000108-93-0;0,012;kg 1,4-DB eq / kg
Water;ocean;Cyclohexanol;000108-93-0;0,000000398;kg 1,4-DB eq / kg
Air;(unspecified);Cyclohexylamine;000108-91-8;0,0017;kg 1,4-DB eq / kg
Air;low. pop.;Cyclohexylamine;000108-91-8;0,00116;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyclohexylamine;000108-91-8;0,00116;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyclohexylamine;000108-91-8;0,00116;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexylamine;000108-91-8;0,369;kg 1,4-DB eq / kg
Water;ocean;Cyclohexylamine;000108-91-8;0,0000176;kg 1,4-DB eq / kg
Air;(unspecified);Cyclopentadiene, hexachloro-;000077-47-4;0,00000124;kg 1,4-DB eq / kg
Air;low. pop.;Cyclopentadiene, hexachloro-;000077-47-4;0,00000125;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyclopentadiene, hexachloro-;000077-47-4;0,00000125;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyclopentadiene, hexachloro-;000077-47-4;0,00000125;kg 1,4-DB eq / kg
Soil;(unspecified);Cycloxydim;101205-02-1;0,00388;kg 1,4-DB eq / kg
Soil;(unspecified);Cyfluthrin;068359-37-5;4,96;kg 1,4-DB eq / kg
Soil;(unspecified);Cymoxanil;057966-95-7;0,0072;kg 1,4-DB eq / kg
Soil;(unspecified);Cypermethrin;052315-07-8;1740;kg 1,4-DB eq / kg
Soil;(unspecified);Cyromazine;066215-27-8;2,75;kg 1,4-DB eq / kg
Soil;(unspecified);Daminozide;001596-84-5;0,00961;kg 1,4-DB eq / kg
Soil;(unspecified);DDAC;007173-51-5;0,0554;kg 1,4-DB eq / kg
Soil;(unspecified);Deltamethrin;052918-63-5;0,534;kg 1,4-DB eq / kg
Soil;(unspecified);Desmedipham;013684-56-5;0,0102;kg 1,4-DB eq / kg
Soil;(unspecified);Desmetryn;001014-69-3;2,46;kg 1,4-DB eq / kg
Soil;(unspecified);Diazinon;000333-41-5;12,2;kg 1,4-DB eq / kg
Air;(unspecified);Dibenzofuran;000132-64-9;0,0143;kg 1,4-DB eq / kg
Air;low. pop.;Dibenzofuran;000132-64-9;0,0154;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dibenzofuran;000132-64-9;0,0154;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dibenzofuran;000132-64-9;0,0154;kg 1,4-DB eq / kg
Water;(unspecified);Dibenzofuran;000132-64-9;3,76;kg 1,4-DB eq / kg
Water;ocean;Dibenzofuran;000132-64-9;0,00203;kg 1,4-DB eq / kg
Soil;(unspecified);Dicamba;001918-00-9;0,191;kg 1,4-DB eq / kg
Soil;(unspecified);Dichlobenil;001194-65-6;0,226;kg 1,4-DB eq / kg
Soil;(unspecified);Dichlorvos;000062-73-7;0,0507;kg 1,4-DB eq / kg
Soil;(unspecified);Dicofol;000115-32-2;0,0544;kg 1,4-DB eq / kg
Air;(unspecified);Dicyclopentadiene;000077-73-6;0,00000184;kg 1,4-DB eq / kg
Air;low. pop.;Dicyclopentadiene;000077-73-6;0,00000602;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dicyclopentadiene;000077-73-6;0,00000602;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dicyclopentadiene;000077-73-6;0,00000602;kg 1,4-DB eq / kg
Water;(unspecified);Dicyclopentadiene;000077-73-6;0,648;kg 1,4-DB eq / kg
Water;ocean;Dicyclopentadiene;000077-73-6;0,00000102;kg 1,4-DB eq / kg
Air;(unspecified);Diethanolamine;000111-42-2;0,00264;kg 1,4-DB eq / kg
Air;low. pop.;Diethanolamine;000111-42-2;0,000511;kg 1,4-DB eq / kg
Air;low. pop., long-term;Diethanolamine;000111-42-2;0,000511;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Diethanolamine;000111-42-2;0,000511;kg 1,4-DB eq / kg
Water;(unspecified);Diethanolamine;000111-42-2;0,0374;kg 1,4-DB eq / kg
Water;ocean;Diethanolamine;000111-42-2;1,68E-11;kg 1,4-DB eq / kg
Soil;(unspecified);Difenoconazole;119446-68-3;0,665;kg 1,4-DB eq / kg
Soil;(unspecified);Difenzoquat;043222-48-6;0,152;kg 1,4-DB eq / kg
Soil;(unspecified);Diflubenzuron;035367-38-5;11,6;kg 1,4-DB eq / kg
Soil;(unspecified);Diflufenican;083164-33-4;0,0014;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethipin;055290-64-7;0,263;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethoate;000060-51-5;4,34;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethomorph;110488-70-5;0,187;kg 1,4-DB eq / kg
Air;(unspecified);Dimethylamine;000124-40-3;0,000054;kg 1,4-DB eq / kg
Air;low. pop.;Dimethylamine;000124-40-3;0,0000827;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dimethylamine;000124-40-3;0,0000827;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dimethylamine;000124-40-3;0,0000827;kg 1,4-DB eq / kg
Water;(unspecified);Dimethylamine;000124-40-3;0,0352;kg 1,4-DB eq / kg
Water;ocean;Dimethylamine;000124-40-3;0,000000354;kg 1,4-DB eq / kg
Soil;(unspecified);Dinoseb;000088-85-7;28,1;kg 1,4-DB eq / kg
Soil;(unspecified);Dinoterb;001420-07-1;13,7;kg 1,4-DB eq / kg
Air;(unspecified);Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;132;kg 1,4-DB eq / kg
Air;low. pop.;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;143;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;143;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;001746-01-6;143;kg 1,4-DB eq / kg
Soil;(unspecified);Diphenamid;000957-51-7;0,0366;kg 1,4-DB eq / kg
Air;(unspecified);Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,000899;kg 1,4-DB eq / kg
Air;low. pop.;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,00142;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,00142;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,00142;kg 1,4-DB eq / kg
Water;(unspecified);Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;1,04;kg 1,4-DB eq / kg
Water;ocean;Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,000111;kg 1,4-DB eq / kg
Soil;(unspecified);Dipropylthiocarbamic acid S-ethyl ester;000759-94-4;0,0119;kg 1,4-DB eq / kg
Soil;(unspecified);Diquat dibromide;000085-00-7;0,861;kg 1,4-DB eq / kg
Soil;(unspecified);Disodium acid methane arsenate;000144-21-8;0,0351;kg 1,4-DB eq / kg
Soil;(unspecified);Disulfoton;000298-04-4;0,533;kg 1,4-DB eq / kg
Soil;(unspecified);Dithianon;003347-22-6;5,69;kg 1,4-DB eq / kg
Soil;(unspecified);Diuron;000330-54-1;11,6;kg 1,4-DB eq / kg
Soil;(unspecified);DNOC;000534-52-1;1,07;kg 1,4-DB eq / kg
Soil;(unspecified);Dodine;002439-10-3;2,29;kg 1,4-DB eq / kg
Water;(unspecified);EDTA;000060-00-4;0,0463;kg 1,4-DB eq / kg
Water;ocean;EDTA;000060-00-4;1,96E-15;kg 1,4-DB eq / kg
Soil;(unspecified);Endosulfan;000115-29-7;0,747;kg 1,4-DB eq / kg
Soil;(unspecified);Endothall;000145-73-3;0,031;kg 1,4-DB eq / kg
Air;(unspecified);Epichlorohydrin;000106-89-8;0,00804;kg 1,4-DB eq / kg
Air;low. pop.;Epichlorohydrin;000106-89-8;0,00778;kg 1,4-DB eq / kg
Air;low. pop., long-term;Epichlorohydrin;000106-89-8;0,00778;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Epichlorohydrin;000106-89-8;0,00778;kg 1,4-DB eq / kg
Soil;(unspecified);Epoxiconazole;106325-08-0;1,87;kg 1,4-DB eq / kg
Soil;(unspecified);Esfenvalerate;066230-04-4;598;kg 1,4-DB eq / kg
Air;(unspecified);Ethane thiol;000075-08-1;0,000615;kg 1,4-DB eq / kg
Air;low. pop.;Ethane thiol;000075-08-1;0,00123;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane thiol;000075-08-1;0,00123;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane thiol;000075-08-1;0,00123;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0000779;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0000778;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0000778;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,0000778;kg 1,4-DB eq / kg
Water;(unspecified);Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,124;kg 1,4-DB eq / kg
Water;ocean;Ethane, 1,1,1-trichloro-, HCFC-140;000071-55-6;0,000033;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,000844;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,000841;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,000841;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,1,2-tetrachloro-;000630-20-6;0,000841;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,2-trichloro-;000079-00-5;0,000408;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,2-trichloro-;000079-00-5;0,000408;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,2-trichloro-;000079-00-5;0,000408;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,2-trichloro-;000079-00-5;0,000408;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00379;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00377;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00377;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,00377;kg 1,4-DB eq / kg
Water;(unspecified);Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,489;kg 1,4-DB eq / kg
Water;ocean;Ethane, 1,1,2,2-tetrachloro-;000079-34-5;0,0001;kg 1,4-DB eq / kg
Air;(unspecified);Ethane, 1,2-dibromo-;000106-93-4;0,00195;kg 1,4-DB eq / kg
Air;low. pop.;Ethane, 1,2-dibromo-;000106-93-4;0,00195;kg 1,4-DB eq / kg
Air;low. pop., long-term;Ethane, 1,2-dibromo-;000106-93-4;0,00195;kg 1,4-DB eq / kg
